"","PERMNO","year","TICKER","CUSIO","CAP","RET","X4","X5"
"2",10000,1986,"OMFGA","68391610",1981.56609,-0.882142847534233,1981.56609,-0.882142847534233
"3",10000,1987,"OMFGA","68391610",851.59375,-0.575757347902162,851.59375,-0.575757347902162
"4",10001,1986,"GFGC","36720410",6937,0.217369077869878,6937,0.217369077869878
"5",10001,1987,"GFGC","36720410",5828,-0.101275120033897,5828,-0.101275120033897
"6",10001,1988,"GFGC","36720410",6362.25,0.163160192505212,6362.25,0.163160192505212
"7",10001,1989,"GFGC","36720410",10347.75,0.687925758196561,10347.75,0.687925758196561
"8",10001,1990,"GFGC","36720410",10013,-0.00872116396250855,10013,-0.00872116396250855
"9",10001,1991,"GFGC","36720410",15587.5,0.607470828774737,15587.5,0.607470828774737
"10",10001,1992,"GFGC","36720410",15120,0.0126212448615792,15120,0.0126212448615792
"11",10001,1993,"EWST","36720410",20047.125,0.367996674792745,20047.125,0.367996674792745
"12",10001,1994,"EWST","36720410",17792,-0.0909283653187304,17792,-0.0909283653187304
"13",10001,1995,"EWST","36720410",21384.375,0.228628312761812,21384.375,0.228628312761812
"14",10001,1996,"EWST","36720410",19150.625,-0.0904477753414937,19150.625,-0.0904477753414937
"15",10001,1997,"EWST","36720410",21555,0.164265312070448,21555,0.164265312070448
"16",10001,1998,"EWST","36720410",23302.125,0.124245382179036,23302.125,0.124245382179036
"17",10001,1999,"EWST","36720410",20825,-0.0662204039996153,20825,-0.0662204039996153
"18",10001,2000,"EWST","36720410",24355.5,0.21472490005584,24355.5,0.21472490005584
"19",10001,2001,"EWST","36720410",29380.7,0.229015048379317,29380.7,0.229015048379317
"20",10001,2002,"EWST","36720410",19046.441,-0.318478502115107,19046.441,-0.318478502115107
"21",10001,2003,"EWST","36720410",15446.2,-0.176303537283407,15446.2,-0.176303537283407
"22",10001,2004,"EWST","36720410",17933.1,0.159663200958041,17933.1,0.159663200958041
"23",10001,2005,"EWST","36720410",28421,0.411362899281196,28421,0.411362899281196
"24",10001,2006,"EWST","36720410",32844.9,0.181931701624285,32844.9,0.181931701624285
"25",10001,2007,"EWST","36720410",40652.5,0.334089491911573,40652.5,0.334089491911573
"26",10001,2008,"EWST","36720410",35493.22,-0.0782042063757472,35493.22,-0.0782042063757472
"27",10001,2009,"EGAS","36720410",44918.3,0.324435340774233,44918.3,0.324435340774233
"28",10001,2010,"EGAS","36720410",82413.68,0.0739937152689896,82413.68,0.0739937152689896
"29",10001,2011,"EGAS","36720410",93118.68,0.139163138738249,93118.68,0.139163138738249
"30",10001,2012,"EGAS","36720410",76104.81,-0.139379698570181,76104.81,-0.139379698570181
"31",10001,2013,"EGAS","36720410",83929.56,-0.090693841501766,83929.56,-0.090693841501766
"32",10001,2014,"EGAS","36720410",115577.76,0.442748934495806,115577.76,0.442748934495806
"33",10001,2015,"EGAS","36720410",78262.25,-0.282165270445762,78262.25,-0.282165270445762
"34",10001,2016,"EGAS","36720410",132026,0.740636606645356,132026,0.740636606645356
"35",10001,2017,"EGAS","36720410",136234,0.0439884303052096,136234,0.0439884303052096
"36",10002,1986,"MBNC","05978R10",14540.625,0.0645152560658284,14540.625,0.0645152560658284
"37",10002,1987,"MBNC","05978R10",11750,-0.191918257818693,11750,-0.191918257818693
"38",10002,1988,"MBNC","05978R10",9840.625,-0.16250041956534,9840.625,-0.16250041956534
"39",10002,1989,"MBNC","05978R10",7196.875,-0.268657418139746,7196.875,-0.268657418139746
"40",10002,1990,"MBNC","05978R10",5875,-0.183673167216774,5875,-0.183673167216774
"41",10002,1991,"MBNC","05978R10",7050,0.200000274864854,7050,0.200000274864854
"42",10002,1992,"MBNC","05978R10",12978,0.499999482705257,12978,0.499999482705257
"43",10002,1993,"SABC","05978R10",38612.125,0.450352778329701,38612.125,0.450352778329701
"44",10002,1994,"SABC","05978R10",39361.875,0.0394734639437373,39361.875,0.0394734639437373
"45",10002,1995,"SABC","05978R10",42028,0.0921287627351954,42028,0.0921287627351954
"46",10002,1996,"SABC","05978R10",39026,-0.0440776920193253,39026,-0.0440776920193253
"47",10002,1997,"SABC","05978R10",104027,0.962960322570469,104027,0.962960322570469
"48",10002,1998,"SABC","05978R10",117867.25,-0.0481709062204361,117867.25,-0.0481709062204361
"49",10002,1999,"SABC","05978R10",94197.1875,-0.179592566891403,94197.1875,-0.179592566891403
"50",10002,2000,"SABC","05978R10",78332.625,-0.212422789534577,78332.625,-0.212422789534577
"51",10002,2001,"SABC","05978R10",84361.7,0.119580916310851,84361.7,0.119580916310851
"52",10002,2002,"BTFG","05978R10",96891.9,0.171631590246135,96891.9,0.171631590246135
"53",10002,2003,"BTFG","05978R10",140094.9,0.492715251900591,140094.9,0.492715251900591
"54",10002,2004,"BTFG","05978R10",271226.81,0.578180095814652,271226.81,0.578180095814652
"55",10002,2005,"BTFG","05978R10",223853.7,-0.161573788664541,223853.7,-0.161573788664541
"56",10002,2006,"BTFG","05978R10",284956.32,0.296736698637352,284956.32,0.296736698637352
"57",10002,2007,"BTFG","05978R10",211713.7,-0.510884822385367,211713.7,-0.510884822385367
"58",10002,2008,"BTFG","05978R10",259111.8,0.28261156406498,259111.8,0.28261156406498
"59",10002,2009,"BTFG","05978R10",50609.58,-0.804133121910148,50609.58,-0.804133121910148
"60",10002,2010,"BTFG","05978R10",47096.13,-0.0696870714396928,47096.13,-0.0696870714396928
"61",10002,2011,"BTFG","05978R10",22280.32,-0.535581071802503,22280.32,-0.535581071802503
"62",10002,2012,"BTFG","05978R10",49945.48,1.24193909157905,49945.48,1.24193909157905
"63",10002,2013,"BTFG","05978R10",51742.08,0.035971,51742.08,0.035971
"64",10003,1986,"GCBK","39031810",42061.25,-0.124999625295767,42061.25,-0.124999625295767
"65",10003,1987,"GCBK","39031810",30716,-0.256049288636986,30716,-0.256049288636986
"66",10003,1988,"GCBK","39031810",41686,0.429047577799049,41686,0.429047577799049
"67",10003,1989,"GCBK","39031810",18649,-0.532994706191455,18649,-0.532994706191455
"68",10003,1990,"GCBK","39031810",5485,-0.705881959290737,5485,-0.705881959290737
"69",10003,1991,"GCBK","39031810",2605.375,-0.525000187096367,2605.375,-0.525000187096367
"70",10003,1992,"GCBK","39031810",8501.75,2.26316128616267,8501.75,2.26316128616267
"71",10003,1993,"GCBK","39031810",12884.25,-0.338710522451343,12884.25,-0.338710522451343
"72",10003,1994,"GCBK","39031810",11335.5,-0.121951323706014,11335.5,-0.121951323706014
"73",10003,1995,"GCBK","39031810",27106.125,1.38888758126543,27106.125,1.38888758126543
"74",10005,1986,"WERC","95815510",433.6875,-0.750000089181477,433.6875,-0.750000089181477
"75",10005,1987,"WERC","95815510",1177.91688,0.499999732764859,1177.91688,0.499999732764859
"76",10005,1988,"WERC","95815510",785.25,-0.333333214814907,785.25,-0.333333214814907
"77",10005,1989,"WERC","95815510",523.5,-0.3333337666666,523.5,-0.3333337666666
"78",10005,1990,"WERC","95815510",391.30736,-0.24999985,391.30736,-0.24999985
"79",10005,1991,"WERC","95815510",1047,1.6666672,1047,1.6666672
"80",10006,1926,NA,"00080010",60900,0.00950831630851434,60900,0.00950831630851434
"81",10006,1927,NA,"00080010",66150,0.150738965911693,66150,0.150738965911693
"82",10006,1928,NA,"00080010",58875,-0.054723381014844,58875,-0.054723381014844
"83",10006,1929,NA,"00080010",46800,-0.151711404705275,46800,-0.151711404705275
"84",10006,1930,NA,"00080010",16500,-0.59554358802093,16500,-0.59554358802093
"85",10006,1931,NA,"00080010",4050,-0.738989014171508,4050,-0.738989014171508
"86",10006,1932,NA,"00080010",4200,0.0370391451486742,4200,0.0370391451486742
"87",10006,1933,NA,"00080010",14700,2.50000484248554,14700,2.50000484248554
"88",10006,1934,NA,"00080010",11100,-0.244898234476668,11100,-0.244898234476668
"89",10006,1935,NA,"00080010",20325,0.831081756704234,20325,0.831081756704234
"90",10006,1936,NA,"00080010",35550,0.749079353201038,35550,0.749079353201038
"91",10006,1937,NA,"00080010",14250,-0.597366296122359,14250,-0.597366296122359
"92",10006,1938,NA,"00080010",20475,0.43684005878094,20475,0.43684005878094
"93",10006,1939,NA,"00080010",19050,-0.0695950767703489,19050,-0.0695950767703489
"94",10006,1940,NA,"00080010",18225,-0.0433071003773789,18225,-0.0433071003773789
"95",10006,1941,NA,"00080010",18825,0.0691626847112983,18825,0.0691626847112983
"96",10006,1942,NA,"00080010",15450,-0.179283042668984,15450,-0.179283042668984
"97",10006,1943,NA,"00080010",20700,0.458268385489976,20700,0.458268385489976
"98",10006,1944,NA,"00080010",23700,0.218794014524987,23700,0.218794014524987
"99",10006,1945,NA,"00080010",38400,0.698336337495298,38400,0.698336337495298
"100",10006,1946,NA,"00080010",29800.25,-0.175543517408002,29800.25,-0.175543517408002
"101",10006,1947,NA,"00080010",24783.625,-0.112433738049761,24783.625,-0.112433738049761
"102",10006,1948,NA,"00080010",17970,-0.214501075139792,17970,-0.214501075139792
"103",10006,1949,NA,"00080010",15574,-0.0261159208019038,15574,-0.0261159208019038
"104",10006,1950,NA,"00080010",20366,0.307693237307103,20366,0.307693237307103
"105",10006,1951,NA,"00080010",21114.75,0.10705482470269,21114.75,0.10705482470269
"106",10006,1952,NA,"00080010",24218.25,0.218232023712714,24218.25,0.218232023712714
"107",10006,1953,NA,"00080010",23018.75,0.0859417013341761,23018.75,0.0859417013341761
"108",10006,1954,NA,"00080010",42421.5,0.719970879505055,42421.5,0.719970879505055
"109",10006,1955,NA,"00080010",85365,0.451771953912035,85365,0.451771953912035
"110",10006,1956,NA,"00080010",82249,-0.080746000564326,82249,-0.080746000564326
"111",10006,1957,NA,"00080010",52783.25,-0.312077049958561,52783.25,-0.312077049958561
"112",10006,1958,NA,"00080010",68064,0.379071555947653,68064,0.379071555947653
"113",10006,1959,NA,"00080010",68773,0.0599754436882023,68773,0.0599754436882023
"114",10006,1960,NA,"00080010",53960,-0.170459237049884,53960,-0.170459237049884
"115",10006,1961,NA,"00080010",95787.375,0.844457351616403,95787.375,0.844457351616403
"116",10006,1962,"ACF","00080010",112062.625,0.191937683801044,112062.625,0.191937683801044
"117",10006,1963,"ACF","00080010",182776,0.653182944394231,182776,0.653182944394231
"118",10006,1964,"ACF","00080010",235956,0.320833167865349,235956,0.320833167865349
"119",10006,1965,"ACF","00080010",279720,0.239294301902577,279720,0.239294301902577
"120",10006,1966,"ACF","00080010",219861,-0.151284240365799,219861,-0.151284240365799
"121",10006,1967,"ACF","00080010",253229.625,0.230253809348597,253229.625,0.230253809348597
"122",10006,1968,"ACF","00080010",353267.625,0.459571610955682,353267.625,0.459571610955682
"123",10006,1969,"ACF","00080010",276409,-0.179925908754081,276409,-0.179925908754081
"124",10006,1970,"ACF","00080010",256138.75,-0.0149998524558951,256138.75,-0.0149998524558951
"125",10006,1971,"ACF","00080010",288245.5,0.18192515204403,288245.5,0.18192515204403
"126",10006,1972,"ACF","00080010",266985.75,-0.0282373044081865,266985.75,-0.0282373044081865
"127",10006,1973,"ACF","00080010",324447.25,0.286623159794083,324447.25,0.286623159794083
"128",10006,1974,"ACF","00080010",185724,-0.392719461123049,185724,-0.392719461123049
"129",10006,1975,"ACF","00080010",219450,0.241651438857628,219450,0.241651438857628
"130",10006,1976,"ACF","00080010",304709.375,0.444699990006715,304709.375,0.444699990006715
"131",10006,1977,"ACF","00080010",301219.5,0.0391971607148698,301219.5,0.0391971607148698
"132",10006,1978,"ACF","00080010",269308.5,-0.0509328156491673,269308.5,-0.0509328156491673
"133",10006,1979,"ACF","00080010",303420.75,0.188958831267591,303420.75,0.188958831267591
"134",10006,1980,"ACF","00080010",414414,0.430884592403675,414414,0.430884592403675
"135",10006,1981,"ACF","00080010",374251.5,-0.0551317854878381,374251.5,-0.0551317854878381
"136",10006,1982,"ACF","00080010",269106.75,-0.12836333908664,269106.75,-0.12836333908664
"137",10006,1983,"ACF","00080010",419250,0.604703729782742,419250,0.604703729782742
"138",10006,1984,"ACF","00080010",441260.625,0.0602155201586707,441260.625,0.0602155201586707
"139",10007,1986,"SDIC","81949130",23415,-0.631578543904708,23415,-0.631578543904708
"140",10007,1987,"SDIC","81949130",2967,-0.794642702909928,2967,-0.794642702909928
"141",10007,1989,"SHRD","81949130",28196.25,2.22059414827253,28196.25,2.22059414827253
"142",10007,1990,"SHRD","81949130",1937.8125,-0.931506856387578,1937.8125,-0.931506856387578
"143",10008,1986,"GACO","36547310",44175,0.0256403441916226,44175,0.0256403441916226
"144",10008,1987,"GACO","36547310",30943.5,-0.299999282220075,30943.5,-0.299999282220075
"145",10008,1988,"GACO","36547310",81779.25,1.64286224838417,81779.25,1.64286224838417
"146",10009,1986,"CAYB","46334710",11212.5,0.0484607685386478,11212.5,0.0484607685386478
"147",10009,1987,"CAYB","46334710",6279,-0.420072178886025,6279,-0.420072178886025
"148",10009,1988,"CAYB","46334710",10586.25,0.674127705972296,10586.25,0.674127705972296
"149",10009,1989,"CAYB","46334710",6822.25,-0.322409025394698,6822.25,-0.322409025394698
"150",10009,1990,"IROQ","46334710",6351.75,-0.0164694447798663,6351.75,-0.0164694447798663
"151",10009,1991,"IROQ","46334710",9264,0.265037743637792,9264,0.265037743637792
"152",10009,1992,"IROQ","46334710",14185.5,0.608591298348694,14185.5,0.608591298348694
"153",10009,1993,"IROQ","46334710",20282.5,0.476568368292569,20282.5,0.476568368292569
"154",10009,1994,"IROQ","46334710",19642.5,-0.00442768951063266,19642.5,-0.00442768951063266
"155",10009,1995,"IROQ","46334710",31868.875,0.656052917381796,31868.875,0.656052917381796
"156",10009,1996,"IROQ","46334710",40256,0.274223055467854,40256,0.274223055467854
"157",10009,1997,"IROQ","46334710",61516.75,0.538623605494667,61516.75,0.538623605494667
"158",10009,1998,"IROQ","46334710",50610,-0.169555499510394,50610,-0.169555499510394
"159",10009,1999,"IROQ","46334710",34028.25,-0.281361948094172,34028.25,-0.281361948094172
"160",10009,2000,"IROQ","46334710",76275.1875,1.27725881793081,76275.1875,1.27725881793081
"161",10010,1986,"CBOT","12709510",8360,-0.499999888237788,8360,-0.499999888237788
"162",10010,1987,"CBOT","12709510",13794,0.65000137864647,13794,0.65000137864647
"163",10010,1988,"CBOT","12709510",15140.25,0.090909108918013,15140.25,0.090909108918013
"164",10010,1989,"CBOT","12709510",17960.5625,0.194444245431521,17960.5625,0.194444245431521
"165",10010,1990,"CBOT","12709510",68240.25,2.62790530303679,68240.25,2.62790530303679
"166",10010,1991,"CBOT","12709510",106883.875,0.448716173127363,106883.875,0.448716173127363
"167",10010,1992,"CBOT","12709510",90321.25,-0.159293039795131,90321.25,-0.159293039795131
"168",10010,1993,"CBOT","12709510",52554.375,-0.415379224827933,52554.375,-0.415379224827933
"169",10010,1994,"CBOT","12709510",50930,-0.0222222713823728,50930,-0.0222222713823728
"170",10010,1995,"CBOT","12709510",84814.3125,0.637501456852898,84814.3125,0.637501456852898
